fafb14_x,fafb14_y,fafb14_z,mcns_x,mcns_y,mcns_z
371921.0,175708.0,160000.0,236634.904,159523.91199999998,226620.536
372873.0,175560.0,200000.0,236762.15,155318.408,269874.017
371150.0,215935.0,80000.0,236696.90399999998,205737.46,139890.229
372379.0,216198.0,120000.0,238558.196,205708.272,181737.305
372386.0,215356.0,160000.0,238948.938,204934.645,228774.04
372658.0,215429.0,200000.0,234837.91400000002,203699.475,273932.479
371492.0,215666.0,240000.0,229385.19199999998,202082.146,313479.461
371651.0,256462.0,80000.0,242164.39299999998,250704.642,146434.24899999998
372850.0,256077.0,120000.0,242961.093,249806.476,187472.315
372442.0,255416.0,160000.0,242762.94322679465,245452.91718273662,233392.37015168444
372246.0,255703.0,200000.0,233776.107,253715.45599999998,278224.86199999996
371357.0,255864.0,240000.0,228662.357,252908.24599999998,317522.47
373343.0,296031.0,120000.0,245819.34699999998,300126.571,192943.70799999998
372813.0,295504.0,160000.0,241874.505,304134.75,239082.07200000001
371751.0,295784.0,200000.0,236359.39099999997,304910.906,282596.99
371442.0,295827.0,240000.0,231005.082,303334.711,322331.24700000003
372244.0,335596.0,200000.0,241150.991,353375.62200000003,285304.615
412474.0,96397.0,120000.0,273934.223,67995.874,193127.168
411965.0,96466.0,160000.0,272187.745,63013.636,233075.638
405997.1875,145112.640625,91280.224609375,262650.48402960895,128846.13261141957,147403.23332382238
413016.0,136188.0,120000.0,273107.99100000004,115312.703,186621.13400000002
411444.0,136138.0,160000.0,272650.499,111033.25200000001,229535.307
411884.0,136014.0,200000.0,274107.62899999996,105734.51,268468.389
411562.0,175527.0,80000.0,274952.466,160067.78499999997,138801.549
413573.0,176934.0,120000.0,275200.107,160747.46099999998,182878.10400000002
411947.0,176125.0,160000.0,274884.866,156998.876,229856.165
411945.0,176698.0,200000.0,275615.179,151909.39800000002,271812.394
410838.0,215288.0,40000.0,272983.358,202030.61500000002,108251.01
413119.0,215853.0,80000.0,277515.268,203312.21099999998,144472.348
413163.0,215834.0,120000.0,279203.899,203496.798,185264.361
411225.0,215442.0,160000.0,278675.411,201542.46699999998,233223.181
412469.0,215825.0,200000.0,276540.344,199384.34,276893.12
410996.0,255278.0,40000.0,276841.594,248973.256,112023.345
412484.0,256058.0,80000.0,280520.357,249879.862,150168.80599999998
412981.0,255571.0,120000.0,281682.178,248905.118,190120.34600000002
411362.0,255305.0,160000.0,281263.55,247654.542,235903.054
413260.0,255673.0,200000.0,277591.142,247505.672,279573.898
411952.0,296464.0,80000.0,284662.097,297258.859,153373.526
412912.0,295792.0,120000.0,283467.76,297460.261,194308.542
412362.0,295574.0,160000.0,282191.413,297697.164,237634.783
412397.0,295995.0,200000.0,278907.66500000004,297903.38200000004,281019.24100000004
451558.0,95859.0,80000.0,316737.94700000004,70726.663,152063.78100000002
452447.0,96448.0,120000.0,314754.733,68625.653,194961.093
451476.0,96800.0,160000.0,311659.25399999996,64361.64599999999,235738.09900000002
452572.0,135907.0,80000.0,318327.408,114560.253,146046.795
452617.0,135833.0,120000.0,316221.52999999997,116029.172,189266.01299999998
451479.0,136221.0,160000.0,312541.724,111843.093,232913.796
452835.0,136428.0,200000.0,311954.63999999996,105504.018,272762.548
451924.0,175405.0,40000.0,316087.794,153745.08,109650.48
451978.0,175230.0,80000.0,318620.428,157526.98,145195.094
452894.0,175799.0,120000.0,317922.396,160243.514,186473.27300000002
452192.0,176028.0,160000.0,314607.49700000003,156983.69400000002,234493.799
451949.0,176338.0,200000.0,314097.34400000004,151546.454,276212.94899999996
452248.0,215654.0,40000.0,312456.321,200100.304,114382.553
452461.0,216643.0,80000.0,316162.664,201594.563,148988.831
452697.0,216225.0,120000.0,318083.83400000003,202903.075,189895.678
451601.0,215543.0,160000.0,317676.86,201703.255,240286.57200000001
452057.0,215635.0,200000.0,317505.312,199090.713,282642.20999999996
452289.0,255183.0,40000.0,314405.0,247834.61500000002,113399.997
451686.0,255983.0,80000.0,315777.504,248909.50900000002,150882.432
452583.0,256135.0,120000.0,317165.343,249321.183,193057.21600000001
451962.0,255762.0,160000.0,319240.84900000005,248602.133,241906.647
451993.0,255699.0,200000.0,320052.022,246577.565,285863.69
451628.0,295656.0,40000.0,322340.569,294501.537,112755.58
452168.0,295751.0,80000.0,321345.349,296323.757,152421.09600000002
453118.0,295709.0,120000.0,319324.23699999996,297548.926,194352.559
452336.0,295280.0,160000.0,319264.43,297422.541,239649.932
451973.0,295515.0,200000.0,319631.846,295873.90499999997,284537.223
451612.0,336384.0,80000.0,327642.002,342792.39400000003,154291.48799999998
452716.0,335877.0,120000.0,323748.947,346128.34400000004,194958.56399999998
452529.0,335433.0,160000.0,320622.158,347020.263,237799.945
453068.0,334495.0,200000.0,319293.317,345783.94100000005,283189.69
493265.15625,99745.8671875,70329.7119140625,356242.894,68356.09599999999,153181.15399999998
492328.0,96129.0,120000.0,353553.30199999997,68849.837,194668.918
491533.0,96458.0,160000.0,349577.244,66405.18000000001,235747.082
492358.0,134610.0,40000.0,359092.904,107916.885,107370.547
491913.0,135804.0,80000.0,358385.911,112501.572,147912.33800000002
492245.0,136131.0,120000.0,355970.566,116366.724,189472.252
491824.0,136340.0,160000.0,351311.289,112840.59499999999,233873.077
492145.0,136256.0,200000.0,348813.02599999995,107107.595,276464.962
499896.875,173305.125,40000.0,375429.47903042746,147331.97106058474,110842.97599999998
492109.0,175827.0,80000.0,357874.726,155587.83,147472.03
492152.0,175860.0,120000.0,357500.282,159508.709,189015.267
491843.0,175401.0,160000.0,353616.096,157372.15800000002,238751.441
492319.0,176163.0,200000.0,351516.791,153289.254,282527.56299999997
492527.0,215388.0,40000.0,351620.033,196587.573,115452.33899999999
492200.0,216198.0,80000.0,352865.406,199381.22699999998,151279.314
492195.0,215331.0,120000.0,355379.677,201741.672,195306.66999999998
492290.0,215917.0,160000.0,355797.586,202547.321,248416.299
491973.0,216123.0,200000.0,355597.30700000003,200880.831,291444.135
492396.0,255319.0,40000.0,352113.681,241980.92500000002,113534.694
492460.0,255628.0,120000.0,352645.31,247436.927,198157.288
491948.0,256107.0,160000.0,356861.536,249791.935,250934.539
491988.0,255878.0,200000.0,358520.482,248309.051,297070.944
492644.0,295753.0,40000.0,358521.814,286781.158,111957.544
492111.0,296059.0,80000.0,356485.012,290320.989,152140.32499999998
492957.0,296207.0,120000.0,356016.189,294853.152,197042.333
491431.0,295053.0,160000.0,357129.435,297651.7,246623.304
492567.0,295624.0,200000.0,357257.258,296825.491,294462.741
492351.0,336311.0,80000.0,362930.387,336713.075,153519.563
492455.0,335291.0,120000.0,360781.329,342836.394,195105.626
492171.0,335851.0,160000.0,358195.073,345426.849,240243.259
492410.0,335409.0,200000.0,356442.05799999996,345092.42,288006.365
492412.0,335748.0,240000.0,354820.189,344124.542,334515.47699999996
531777.0,57184.0,120000.0,384192.299,17609.237,200737.945
532013.0,95498.0,80000.0,390534.19200000004,62960.85999999999,155741.403
532591.0,96344.0,120000.0,387042.375,64245.33700000001,196626.646
531838.0,96488.0,160000.0,383291.838,63586.65,237082.595
531735.0,134832.0,40000.0,395478.369,103912.12400000001,110127.237
532827.0,135521.0,80000.0,393312.452,107545.691,150409.505
532661.0,135487.0,120000.0,390059.643,111681.944,191966.325
532113.0,136123.0,160000.0,385557.591,109434.269,236157.484
532189.0,175392.0,40000.0,395893.481,144894.069,111360.987
532285.0,175969.0,80000.0,395410.06700000004,150500.047,150214.15
532771.0,175497.0,120000.0,393196.087,154908.199,193927.32799999998
531961.0,174604.0,160000.0,388090.231,153413.918,244089.141
531563.0,215196.0,40000.0,395570.956,186254.777,116122.66900000001
531581.0,216264.0,80000.0,395333.36000000004,192103.498,156034.728
531999.0,216149.0,160000.0,390413.459,198960.85,255511.053
531847.0,295647.0,80000.0,390684.5440004709,273779.32481875963,156656.439
532416.0,295557.0,120000.0,395689.344,287714.002,201572.943
532041.0,295023.0,160000.0,394501.092,292498.743,251200.865
531989.0,295243.0,200000.0,391967.67,292960.50100000005,299679.717
530840.0,296917.0,240000.0,390804.056,291988.041,343132.115
531740.0,336091.0,80000.0,396471.077,325725.733,157376.807
532912.0,335377.0,120000.0,397442.371,334686.43200000003,197704.62699999998
532133.0,336250.0,160000.0,396158.81799999997,338558.026,243370.968
532556.0,335304.0,200000.0,393612.342,340050.116,292041.069
530830.0,335547.0,240000.0,392296.797,340119.74700000003,338339.65499999997
572167.0,95216.0,80000.0,423464.376,58504.674999999996,163138.206
572523.0,96523.0,120000.0,419489.652,57870.202,203880.20599999998
572278.0,135319.0,40000.0,431163.25,102646.179,116992.079
572758.0,135572.0,80000.0,427631.53699999995,103804.812,157318.78900000002
572676.0,135975.0,120000.0,424066.90099999995,104755.398,199148.604
572030.0,136221.0,160000.0,421368.879,102752.092,241648.339
571705.0,175321.0,40000.0,435057.02,140594.979,114866.31599999999
572228.0,175286.0,80000.0,433221.071,145866.38400000002,154370.936
572432.0,175710.0,120000.0,429459.506,148848.555,199452.896
572304.0,175501.0,160000.0,424691.87299999996,147198.94700000001,247226.217
572213.0,175307.0,200000.0,421981.168,146035.94100000002,288327.93
571917.0,215764.0,40000.0,439776.47000000003,177876.71399999998,116975.892
572461.0,215988.0,80000.0,439031.04000000004,185886.715,159041.33
572538.0,215946.0,120000.0,433426.527,192623.338,206490.0
572033.0,215790.0,160000.0,425862.607,194072.19799999997,255891.945
572381.0,215170.0,200000.0,422205.47900000005,193897.981,295865.305
572231.0,255269.0,40000.0,441472.619,219542.068,118805.103
572109.0,256036.0,80000.0,440672.238,228368.911,160666.879
572389.0,255538.0,120000.0,435160.44,237687.19999999998,206736.573
572843.0,256301.0,160000.0,427265.16,240664.733,255832.93
573190.0,255357.0,200000.0,423054.643,240012.08,299688.41400000005
572424.0,295665.0,40000.0,437208.297,263638.076,121261.757
571845.0,295690.0,80000.0,436644.77900000004,272406.645,159784.63
572040.0,295683.0,120000.0,434712.468,282079.697,202075.35100000002
572984.0,295087.0,160000.0,429731.386,285541.044,249920.851
572130.0,295826.0,200000.0,426340.34400000004,285073.38499999995,297717.34400000004
571623.0,336914.0,40000.0,433463.748,309064.476,125685.494
572268.0,336227.0,80000.0,432716.36,317077.50499999995,162152.502
573180.0,335293.0,120000.0,433737.68,327212.683,199699.654
571841.0,335979.0,160000.0,432960.11,331151.337,244270.597
571704.0,334908.0,200000.0,430617.893,331569.041,292373.53
572105.0,374961.0,120000.0,434566.196,375607.31,201114.339
612300.0,94858.0,80000.0,459487.022,54679.626,170065.671
612660.0,96155.0,120000.0,455661.78,53109.686,211219.55399999997
612086.0,96105.0,160000.0,453865.45999999996,52999.933,249656.91100000002
612673.0,134910.0,40000.0,468783.75,102476.096,123364.059
611580.0,135648.0,80000.0,464787.97400000005,101008.24,165664.612
612380.0,135478.0,120000.0,461946.891,98982.59199999999,207609.894
612775.0,136078.0,160000.0,460072.96,97082.65400000001,246807.71899999998
612219.0,135675.0,200000.0,458076.33800000005,96080.369,283429.29
612442.0,175764.0,40000.0,474322.845,142899.973,118723.457
612125.0,176339.0,80000.0,471668.494,144583.769,161110.439
612656.0,175913.0,120000.0,468677.013,143612.463,206094.224
612234.0,176288.0,160000.0,464810.744,141620.49899999998,248541.534
611952.0,175015.0,200000.0,461490.032,141247.703,285866.807
612343.0,215330.0,40000.0,479098.712,179860.9,118425.258
611964.0,216211.0,80000.0,478005.98600000003,185189.795,161355.236
612337.0,215594.0,120000.0,472901.32399999996,188855.57499999998,208375.739
612722.0,215409.0,160000.0,465866.31799999997,189465.83000000002,253505.993
612004.0,215676.0,200000.0,462380.489,189465.211,290731.647
612023.0,255955.0,40000.0,480271.359,218809.91700000002,120672.612
612351.0,256004.0,80000.0,479431.57,227638.15986505826,158516.73361930074
612484.0,256588.0,120000.0,473832.445,235218.136,206508.668
611925.0,255550.0,160000.0,466208.16500000004,236709.001,252715.361
612322.0,255375.0,200000.0,462990.045,235944.337,293724.287
612279.0,295881.0,40000.0,477626.442,261480.21399999998,123675.535
612134.0,296125.0,80000.0,476053.043,270561.812,161271.558
612543.0,295545.0,120000.0,472597.894,278669.321,202975.635
611967.0,295355.0,160000.0,467758.625,280528.569,248878.026
612123.0,295003.0,200000.0,465073.08,280043.151,294055.118
612225.0,335806.0,80000.0,472136.61000000004,314657.691,165279.345
612702.0,335510.0,120000.0,471289.559,322304.639,204273.90099999998
611737.0,335200.0,160000.0,470199.80600000004,325102.598,247900.888
652195.0,95968.0,120000.0,495624.367,48220.179000000004,212851.236
651881.0,96543.0,160000.0,493030.644,47977.14,250824.025
652339.0,136054.0,80000.0,507343.60500000004,94895.743,168075.83299999998
653366.0,136155.0,120000.0,502225.721,93056.636,209380.21699999998
652019.0,135429.0,160000.0,498336.158,92990.97600000001,246956.692
651270.0,135770.0,200000.0,496668.435,93357.143,282130.723
652561.0,175874.0,40000.0,518758.17400000006,141180.068,123533.198
651733.0,175478.0,80000.0,514611.483,139714.905,165314.842
652281.0,175750.0,120000.0,508626.72099999996,138395.944,207726.123
652347.0,176270.0,160000.0,503728.391,138195.967,247156.765
652188.0,175131.0,200000.0,502899.984,138777.234,283772.879
652365.0,215683.0,40000.0,522225.81200000003,180132.238,126880.20400000001
652320.0,215799.0,80000.0,518785.122,182453.62900000002,167004.864
652243.0,215649.0,120000.0,512417.17500000005,184598.331,209770.502
652143.0,215920.0,160000.0,508102.003,185589.935,252554.23200000002
652281.0,215219.0,200000.0,509335.686,186261.00199999998,290210.22699999996
651858.0,255634.0,40000.0,522010.74500000005,218799.547,130669.44
652165.0,256020.0,80000.0,518298.83600000007,225090.789,168368.734
652260.0,255679.0,120000.0,512874.61199999996,231154.51100000003,210411.926
651956.0,255505.0,160000.0,510686.064,233856.313,255641.323
652663.0,256325.0,200000.0,512390.187,234081.868,296338.73799999995
652701.0,296684.0,80000.0,515972.49199999997,269850.233,169153.878
652349.0,295552.0,120000.0,513836.099,276875.943,212349.885
651481.0,295303.0,160000.0,514001.47500000003,279850.57899999997,258533.93999999997
652603.0,295458.0,200000.0,513711.17500000005,279491.904,300817.91199999995
652105.0,335606.0,120000.0,513563.33800000005,322700.858,215389.129
652266.0,335402.0,160000.0,514287.5800000001,324743.116,260989.709
693092.0,134685.0,80000.0,549421.403,87835.348,167203.958
692189.0,135396.0,120000.0,543145.413,86788.889,207284.817
691992.0,136219.0,160000.0,538705.138,87261.475,245037.892
692652.0,176062.0,80000.0,555904.5129999999,133522.042,167497.502
692779.0,175635.0,120000.0,548956.956,133329.478,207139.58299999998
691954.0,175643.0,160000.0,544852.0190000001,134254.649,246173.54499999998
691566.0,175117.0,200000.0,546729.704,136434.191,285066.886
692078.0,216098.0,80000.0,558263.9820000001,178652.32,169295.81300000002
691980.0,215384.0,120000.0,552825.8690000001,181551.402,209120.375
691413.0,216089.0,160000.0,552694.799,183544.17799999999,251755.06
692211.0,215132.0,200000.0,556356.965,184969.552,292158.184
692854.0,256861.0,40000.0,562336.206,218142.939,133266.431
691863.0,256345.0,80000.0,558022.4550000001,223372.051,170733.394
692254.0,255536.0,120000.0,555507.507,229689.639,211861.607
691539.0,255466.0,160000.0,557865.136,233460.07,256835.755
692322.0,255278.0,200000.0,560191.0329999999,233911.434,299286.222
692574.0,256340.0,240000.0,561683.585,235145.624,338929.61000000004
692171.0,295767.0,80000.0,557951.698,271096.932,172766.18300000002
691595.0,294588.0,120000.0,558581.446,278789.131,216616.46099999998
692639.0,295973.0,160000.0,560515.073,281977.714,262127.722
692170.0,295004.0,200000.0,560459.412,280617.484,305289.672
692842.0,296098.0,240000.0,561730.644,281236.23600000003,345212.419
692025.0,335198.0,120000.0,556459.575,326507.93299999996,219160.481
692841.0,335912.0,160000.0,558017.6579999999,327705.31899999996,265874.692
692487.0,335158.0,200000.0,559326.136,325404.451,308988.107
731161.0,136473.0,160000.0,581995.432,81106.266,244540.85499999998
732110.0,175748.0,120000.0,590240.237,128096.14600000001,206784.72300000003
731845.0,175580.0,160000.0,589761.973,129481.67499999999,247478.64200000002
732002.0,175347.0,200000.0,591244.823,133131.826,289269.85000000003
732112.0,215963.0,80000.0,595707.953,174621.51700000002,167808.349
731819.0,215819.0,120000.0,594877.119,177659.854,208159.626
732599.0,215709.0,160000.0,596661.555,180057.92500000002,251419.859
732350.0,215250.0,200000.0,598440.387,182354.16900000002,294359.54099999997
732144.0,216840.0,240000.0,600963.8200000001,184881.26299999998,333800.655
732357.0,255922.0,80000.0,598175.259,221902.572,168813.04700000002
732572.0,255344.0,120000.0,598308.01,227473.827,209889.263
732604.0,256038.0,160000.0,599302.389,230740.201,254032.84300000002
730579.0,255054.0,200000.0,600196.325,231682.545,298041.88399999996
731922.0,256356.0,240000.0,603805.176,233059.731,338017.132
732249.0,296055.0,80000.0,599916.746,271192.07899999997,170684.41
732972.0,295594.0,120000.0,600422.2170000001,277988.974,212563.297
732975.0,296005.0,160000.0,600243.63,281106.9,257208.026
732212.0,295266.0,200000.0,601262.9920000001,280817.44200000004,301825.86500000005
732107.0,296298.0,240000.0,605298.3400000001,281174.86000000004,341254.056
731871.0,336691.0,80000.0,598249.1089999999,320675.79699999996,171108.634
731796.0,334920.0,120000.0,597659.741,326974.765,214434.749
731181.0,334913.0,160000.0,598352.858,328920.63,260375.39700000003
732525.0,335326.0,200000.0,601712.432,327858.186,303929.19299999997
731971.0,375623.0,120000.0,593698.8219999999,373638.006,215303.964
731578.0,375347.0,160000.0,594674.902,374490.35400000005,260673.389
732602.0,374907.0,200000.0,599150.5560000001,372956.439,303439.592
772781.0,174766.0,120000.0,628795.382,123692.296,205976.124
771735.0,175966.0,160000.0,631115.965,125159.969,246710.995
772390.0,175313.0,200000.0,633500.987,128899.848,288105.24600000004
772136.0,215514.0,120000.0,632226.1059999999,172650.395,208463.58000000002
771867.0,215782.0,160000.0,635084.208,175138.06600000002,251069.156
772094.0,214999.0,200000.0,639346.804,177901.84199999998,292462.837
771422.0,217536.0,240000.0,643857.595,180607.178,330516.5
771798.0,255499.0,120000.0,635387.153,222765.03600000002,210058.541
771125.0,255782.0,160000.0,637102.987,225773.31699999998,253551.63999999998
773415.0,255723.0,200000.0,641737.186,227679.687,295554.259
771859.0,256642.0,240000.0,647770.023,229596.69400000002,333445.953
772650.0,295800.0,80000.0,638041.635,268209.523,169658.476
771633.0,295170.0,120000.0,637827.635,272724.92699999997,211070.497
771207.0,295503.0,160000.0,638749.826,276095.3,254880.351
774066.0,295838.0,200000.0,643797.998,278275.731,297121.865
771750.0,296683.0,240000.0,650155.307,279586.543,334996.69899999996
771673.0,334905.0,120000.0,637695.272,321504.257,212407.227
771711.0,335536.0,160000.0,638869.228,324324.031,255641.169
772013.0,334835.0,200000.0,644840.156,326626.29600000003,297206.70999999996
772119.0,375253.0,120000.0,636909.741,369014.746,212596.441
771552.0,375263.0,160000.0,638063.132,370780.363,254432.406
772279.0,374834.0,200000.0,642776.946,371419.37799999997,295788.204
812153.0,175532.0,120000.0,665322.945,123157.588,206136.50100000002
811662.0,175249.0,200000.0,673860.937,126924.83799999999,280973.233
811988.0,216237.0,80000.0,666899.7829999999,168443.407,171222.236
811419.0,215826.0,120000.0,667899.097,170131.80399999997,208960.195
811876.0,215791.0,160000.0,672480.7829999999,172561.387,247025.667
811954.0,215074.0,200000.0,680262.4929999999,174874.83599999998,285159.05500000005
811742.0,256278.0,80000.0,670428.2,215574.439,173258.851
813267.0,255532.0,120000.0,671361.105,218328.53600000002,211485.75600000002
811523.0,255911.0,160000.0,675941.3130000001,221495.096,250355.37
812442.0,254999.0,200000.0,684800.332,223812.44799999997,289508.221
810519.0,257443.0,240000.0,692229.166,225930.384,327712.354
811502.0,296589.0,80000.0,673736.083,263819.06700000004,174736.704
814072.0,295666.0,120000.0,675517.136,267180.95499999996,212234.228
811662.0,295586.0,160000.0,679573.267,270628.324,250824.198
812478.0,295145.0,200000.0,686903.0360000001,273551.52900000004,290829.968
811268.0,336699.0,80000.0,676242.26,312083.924,175122.208
813441.0,335659.0,120000.0,678157.919,315416.52800000005,212077.914
811623.0,335452.0,160000.0,681342.844,318492.576,250295.672
812220.0,334915.0,200000.0,686920.6880000001,321509.635,290703.64999999997
811550.0,376595.0,80000.0,678003.005,359783.314,174512.643
811550.0,374959.0,120000.0,679179.548,362568.925,211459.37
812177.0,375647.0,160000.0,681635.3960000001,364711.78400000004,249772.022
812454.0,374998.0,200000.0,685633.084,366768.324,290161.747
851772.0,176550.0,160000.0,706990.6989999999,124846.628,242441.586
852001.0,215709.0,120000.0,704800.9110000001,169066.954,209136.867
852929.0,215721.0,160000.0,709924.142,171058.155,242970.667
852252.0,214948.0,200000.0,717608.615,172944.502,279191.59
852179.0,256152.0,80000.0,705918.903,213173.149,177048.376
850752.0,256253.0,120000.0,707435.2810000001,215161.923,211042.228
853261.0,255885.0,160000.0,713669.851,217775.91,244439.772
852344.0,254954.0,200000.0,722204.368,220188.145,281038.98500000004
851916.0,296510.0,80000.0,708591.187,260311.25600000002,179189.605
850681.0,295476.0,120000.0,711296.654,262741.463,212434.829
852317.0,295770.0,160000.0,717488.522,265400.522,245229.783
852132.0,295107.0,200000.0,724137.522,267798.432,282315.18999999994
852150.0,336703.0,80000.0,712025.664,307558.46400000004,179366.801
851263.0,335479.0,120000.0,714592.149,309947.445,212536.176
852467.0,335914.0,160000.0,719265.276,312470.354,246004.22499999998
852488.0,334907.0,200000.0,723851.369,314898.549,284036.195
851088.0,375399.0,120000.0,716847.466,356454.185,212431.901
449068.65625,96195.765625,90862.373046875,315817.74577526015,66498.14729632567,167298.82472658323
502760.25,216178.171875,45248.0859375,362100.77028389025,201469.05346527466,127555.5436647658
621430.0625,266214.1875,55129.033203125,484072.32923379936,223557.59720725488,137935.30281693945
